uri,prefLabel,altLabels
http://data.europa.eu/esco/skill/4ddf5204-95f5-4be2-ad35-571e2f493ae5,apply business acumen,administer business acumen|applying business acumen|business acumen application|employ business acumen|implement business acumen|to apply business acumen|utilise business acumen
http://data.europa.eu/esco/skill/4f5c1208-62fd-4e5a-a51e-306c06947e11,manage findable accessible interoperable and reusable data,ensure corrected data storing|ensure data availability|ensure data reusability|support data reuse in research
http://data.europa.eu/esco/skill/505e4ef3-7ce4-437d-b7b4-5c608f71c258,build recommender systems,build recommendation systems|recommender engine|recommender platform
http://data.europa.eu/esco/skill/509909a2-4a8f-4ead-8ad0-968df63b77cc,social media marketing techniques,social media marketing strategies|strategies for social media marketing|strategies for social media platforms
http://data.europa.eu/esco/skill/52eb7ab6-269f-4f44-a21d-b0c705eaf857,musical genres,a musical genres|music genres|musical genre|musical styles|musical types|musical variations
http://data.europa.eu/esco/skill/53456d90-8c0d-4bd2-9f1b-312619b6e2a6,hardware testing methods,ORT|computer hardware testing methods|in-circuit test|ongoing reliability test|testing methods for computer hardware|testing methods for hardware
http://data.europa.eu/esco/skill/545c80e8-7ab2-42fe-af64-242211e94709,analyse network configuration and performance,analyse performance characteristics of ICT networks|assess network setup and performance|assess network structure|evaluate network setup and efficiency|examine network configuration and effectiveness
http://data.europa.eu/esco/skill/54ddd422-5905-44db-93d4-03b17b913c5e,use CADD software,apply CADD software|employ CADD software|make use of CADD software|use computer-aided design and drafting software|utilise CADD software|work with CAD software
http://data.europa.eu/esco/skill/553ad092-b799-44c9-a94c-65a84fdc7526,identify processes for re-engineering,analyse processes for re-engineering|classify processes for re-engineering|determine processes for re-engineering|diagnose processes for re-engineering|identification of processes for re-engineering|identify a process for re-engineering|identifying processes for re-engineering
http://data.europa.eu/esco/skill/576b305e-8c25-4546-8a69-87f975783114,meet contract specifications,abide by contract specifications|fulfil contract specifications|live up to contract specifications|meet contract specification|meeting contract specifications
http://data.europa.eu/esco/skill/59ea80e1-463a-4dba-82c6-d0b6d577d532,technical drawings,mechanical drawings|scientific drawings|specialised drawings|technical drawing
http://data.europa.eu/esco/skill/5b46f572-7ced-4efd-b270-a81a164d521c,moderate a discussion,apply moderation techniques|carry out moderation|guide a discussion|lead discussions|moderate conferences|moderate workshops|oversee a discussion
http://data.europa.eu/esco/skill/5b8a3dd2-de10-48a0-8ce5-522f1fff8450,perform contract compliance audits,carry out an in-depth audit|conduct compliance audit|perform a detailed compliance audit report|perform contract quality audit
http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6,apply for research funding,apply for research grants|draft research grants applications|generate research funding|identify research grants
http://data.europa.eu/esco/skill/6451e645-67b5-4cc7-aafd-fab19629fa82,archive documentation related to work,archive documentation related to the work|archive work documents|archive work related documents|archiving documentation related to the work|preserve documentation related to the work|record documentation related to the work|store documentation related to the work
http://data.europa.eu/esco/skill/65e58886-bd1e-4c5b-8ca5-8d9b353c8aa1,data visualisation software,data presentation software
http://data.europa.eu/esco/skill/66b95837-7ad1-4acd-b2a0-fdf2e55323c4,intervene with actions on stage,interact with actions on stage|interface with actions on stage|intervene with action on stage|intervene with stage actions|intervening with actions on stage|work in connection with actions on stage
http://data.europa.eu/esco/skill/6833e58b-eceb-4599-9375-1b7e6ec64087,ensure information security,assure information security|assure information surveillance|enable information security|enable information surveillance|provide information security|provide information surveillance|secure information security|secure information surveillance
http://data.europa.eu/esco/skill/683bc3e3-6ec1-4ad2-8d62-d0ac1fabbe76,use analytics for commercial purposes,use analytics for commercial purpose|use commercial analytics|using analytics for commercial purposes|utilize analytics for commercial purposes|work with analytics for commercial purposes
http://data.europa.eu/esco/skill/695c3249-18e7-4435-bdb8-54a16011159d,develop documentation in accordance with legal requirements,comply documentation with standards
http://data.europa.eu/esco/skill/69f23426-9279-4fe6-a283-24c2aa4c855d,ensure equipment availability,assure apparatus availability|assure equipment availability|provide apparatus availability|provide equipment availability|safeguard apparatus availability|safeguard equipment availability|secure apparatus availability|secure equipment availability
http://data.europa.eu/esco/skill/6b21150f-e704-4758-b102-63fd3412543c,create 3D characters,manufacture 3D characters
http://data.europa.eu/esco/skill/6b42f6d0-709f-4011-b777-2c8ecc559214,maintain broadcast equipment,conserve broadcast equipment|fix broadcast equipment|maintain broadcasting equipment|maintaining broadcast equipment|protect broadcast equipment|safeguard broadcast equipment
http://data.europa.eu/esco/skill/70988d2c-a750-4808-a360-5aaf859cf39a,broadcast using Internet Protocol,air using Internet Protocol|broadcast using IP|broadcasting using Internet Protocol|disseminate using Internet Protocol|transmit using Internet Protocol
http://data.europa.eu/esco/skill/727eb829-28da-4d6a-8552-ba5b5d280c41,install image equipment,install equipment for images|install imaging equipment|operate imaging equipment|set up projection equipment
http://data.europa.eu/esco/skill/7837ef5c-2c81-4a89-8227-b4d4f1f7331e,maintain professional records,keep professional records|keep qualified records|keep up qualified record|maintain professional documentation|maintain professional documentations|maintain records of work|maintain reports professionally|produce and maintain professional records|produce professional records|provide professional records
http://data.europa.eu/esco/skill/79edf815-70bf-48fc-a2f4-86ae5d372918,assemble performance equipment,assemble equipment for performances|assembling performance equipment|fit up performance equipment|install performance equipment|make performance equipment ready|set up performance equipment
http://data.europa.eu/esco/skill/7a757fa5-9a6f-43ab-9e66-f8f4dba1ffcb,use CAM software,adopt CAM software|adopt machinery control programmes|apply CAM software|apply machinery control programmes|handle CAM software|handle machinery control programmes|utilise CAM software|utilise machinery control programmes
http://data.europa.eu/esco/skill/7af6e9e8-1e11-4c0b-b7c6-ac96bbbbc674,coordinate engineering teams,co-ordinate engineering teams|co-ordinating engineering teams|coordinating engineering teams|engineering activities supervising|engineering team co-ordinating|engineering team coordinating|engineering teams co-ordinating|engineering teams coordinating|supervise engineering activities|supervising engineering activities
http://data.europa.eu/esco/skill/7bdcdadb-146c-475f-8cff-921c6fd5f858,test for behavioural patterns,discern pattern in behaviour|discern patterns in behavior|discern patterns in behaviour|test for behavioral pattern|test for behavioral patterns|test for behavioural pattern
http://data.europa.eu/esco/skill/7d9bace0-63d0-4848-ac87-350a98082c12,participate actively in civic life,be involved in civic activities|demonstrate active citisenship|do neighbouring activity|perform community work
http://data.europa.eu/esco/skill/7f27f1ff-2e17-4b69-990e-c23334478313,assessment of risks and threats,methods for assessment of risks and threats|methods for handling security-related information|principles for handling security-related information|principles of assessment of risks and threats|techniques for assessment of risks and threats|techniques for handling security-related information
http://data.europa.eu/esco/skill/8006596d-605b-4088-a3f6-8e3aedec21ab,prevent health and safety problems,analyse health and safety problems|analysing health and safety problems|health and safety problem prevention|investigate health and safety issues|investigating health and safety issues|investigation of health and safety issues|preventing health and safety problems|prevention of health and safety problems
http://data.europa.eu/esco/skill/81633a44-f1db-4a01-a940-804c6905e330,use word processing software,AbiWord|Apple Pages|Atlantis Word Processor|Calligra Words|GNU TeXmacs|Google Docs|IBM Lotus Word Pro|IntelliTalk|Kingsoft Office Writer|LaTeX|LibreOffice Writer|Microsoft Office Word|Polaris Office|QuickOffice|TextEdit|Textilus|ThinkFree Office|WordGraph|WordPad|Zoho Writer|able to use using word processing software|apply word processing software|make use of word processing software|produce text files|type text|use document processing program|use text processing program|use word processing|use word processor|using word processor|utilise word processing software
http://data.europa.eu/esco/skill/833289fa-3646-4010-9d9e-93ba8c9ef2d8,apply research ethics and scientific integrity principles in research activities,adhere to scientific research code of ethics|follow scientific research code of conduct|obey scientific research code of conduct
http://data.europa.eu/esco/skill/83b33952-3872-46ec-9a2e-b28f91303a7e,oversee development of software,coordinate development of applications|coordinate development of software|manage the development of a software|monitor development of software|oversee development of applications
http://data.europa.eu/esco/skill/85616cc4-98bf-4355-9cf1-72ff11752848,develop ICT device driver,build ICT device driver|design ICT device driver
http://data.europa.eu/esco/skill/860be36a-d19b-4ba8-ae74-bc61b9f0bf63,negotiate health and safety issues with third parties,agree with third parties on health and safety|negotiate health and safety matters with third parties|negotiate issues on health and safety with third parties|negotiate with third parties on health and safety issues
http://data.europa.eu/esco/skill/872a1632-f1db-4feb-bb27-0a6a359b7591,promote open innovation in research,boost open innovation in research|encourage open innovation in research|foster collaborative innovation in research|promote integrated collaboration in research|stimulate collaborative innovation in research
http://data.europa.eu/esco/skill/875eeec4-fc70-4e6a-80ef-4d18356976e3,forecast workload,anticipate workload|determine workload|forecast a workload|forecast workloads|forecasting a workload|foresee workload
http://data.europa.eu/esco/skill/89f6560b-2194-45c9-9ece-d33049a73eef,computer engineering,computer hardware development|computer software development|discipline of computer engineering|engineering of computers|field of computer engineering|integration of hardware and software|science of computer engineering|software design
http://data.europa.eu/esco/skill/8a18f41b-70e2-4a03-986f-95b52d2ca39c,determine visual concepts,determine a visual concept|determine concepts visually|establish the best way to project a concept|think of the best way to convey a visual concept
http://data.europa.eu/esco/skill/8a99780c-5345-4783-8ee8-97dabb9401ab,support a designer in the developing process,assist a designer in the developing process|help a designer in the developing process|support a designer in developing processes|support a designer in the development process|supporting a designer in the developing process
http://data.europa.eu/esco/skill/8c6feedd-339f-4dba-b28a-dae84c759853,develop project schedule,create a project timetable|develop schedule for the project|develop the schedule|developing a project schedule
http://data.europa.eu/esco/skill/8ff314a8-57d7-4b8c-bf41-79f9572fedd0,use digital illustration techniques,illustrate drawings digitally|use digital illustration programmes|use digital technique illustrations|use techniques for digital illustration
http://data.europa.eu/esco/skill/909a28ce-d4b6-4567-9b74-d111f1ed9633,maintain plan for continuity of operations,maintain a systematic plan of methods for business continuity
http://data.europa.eu/esco/skill/913e4f09-6b22-4f36-9a32-b4508ec824fe,maintain projection equipment,conserve projection equipment|fix projection equipment|maintain projecting equipment|maintaining projection equipment|protect projection equipment|safeguard projection equipment
http://data.europa.eu/esco/skill/93f1caa3-df33-4de7-98da-40f5fc30fd52,forensic intelligence,forensic investigation|forensic judgement|forensic understanding|juristic investigation|juristic judgement|juristic understanding
http://data.europa.eu/esco/skill/9581639c-e521-4d12-9b4e-25faca24d34b,supervise crew,assess employees|manage crew|monitor employees|monitor staff|observe employees|observe staff|observe work force|oversee crew|supervise employees|supervise staff|supervise work force
http://data.europa.eu/esco/skill/968ea96d-42d0-44fe-94b0-f11d84a8234d,Windows Phone,WP
http://data.europa.eu/esco/skill/96de2e86-e287-41f2-88ab-15a2343afc6f,resolve conflicts,act as mediator|be able to create consensus|be able to find compromises|demonstrate willingness to compromise|handle tense situation|handle tense situations|manage conflicts|mediate in collisions|mediate in conflicts|mediate in debates|mediate in tense debate|mediate tense situations
http://data.europa.eu/esco/skill/979cf728-896f-4f2c-8fa8-2698ca0d4930,publish academic research,publish academic studies|publish doctoral research|publish research|publishes academic research|publishing academic research
http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378,data analytics,data anlysis
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e,promote the transfer of knowledge,ensure connection between research and industry|valorise research findings in industry|valorise research findings in the public sector
http://data.europa.eu/esco/skill/9a58cd26-58eb-4a1c-b1b6-64037fe9cfa1,think abstractly,carry out abstraction of concepts|conceptualise abstract ideas|conceptualise reality|thinking in abstract concepts|thinking in abstractions
http://data.europa.eu/esco/skill/a2fef437-6719-47c2-8552-73b9fe81df86,plan ICT capacity,oversee availability of computing resources|schedule ICT capacity
http://data.europa.eu/esco/skill/a3df9f73-7d84-4f3b-8581-fcdc5b02db3f,coordinate activities in audio recording studio,give direction in audio recording studio
http://data.europa.eu/esco/skill/a69841b3-3607-4ede-b6e1-972d70cda24c,manage physical resources,direct physical resources|managing physical resources|oversee physical resources
http://data.europa.eu/esco/skill/a9dc9e40-14a6-4899-93ec-29d5c79c2ebd,manage procurement planning,managing procurement planning|monitor procurement planning|oversee procurement planning
http://data.europa.eu/esco/skill/aafbfaa4-5f93-457e-8cb8-d4ed855277f8,analyse experimental laboratory data,analyze experimental laboratory data|examine experimental laboratory data|interpret experimental laboratory data|interpret results of laboratory experiments
http://data.europa.eu/esco/skill/ac49be50-5cfa-42d7-b6cb-751e5bda2ac1,transcribe ideas into musical notation,transcribe idea into musical notation|transcribe musical ideas into notation|transcribing ideas into musical notation|transfer ideas into musical notation|translate ideas into musical notation
http://data.europa.eu/esco/skill/b16bcbcb-1d3f-42b3-a6a5-b91348a72b70,WildFly,Jboss
http://data.europa.eu/esco/skill/b3a75400-103f-42c7-b742-be11d161d05b,manage production systems,direct production systems|manage production system|managing production systems|oversee production systems|run production systems|supervise production systems
http://data.europa.eu/esco/skill/b5c7e0dc-dda3-4790-a7d1-d6d8023b3089,database quality standards,database quality evaluation|database quality standard|databases quality evaluation|databases quality standards|evaluation of database quality|quality standard for databases|quality standards for databases
http://data.europa.eu/esco/skill/b63ba4e4-ebf4-4e17-b0d6-662244022a4f,provide guidelines for content development,provide guidelines and standards for content development
http://data.europa.eu/esco/skill/b928ae44-b19f-49c7-a823-b09094de1063,repair equipment on site,mend equipment on site|overhaul equipment on site|reconstruct equipment on site|repair equipment on a site|repair equipment on sites|repairing equipment on site|restore equipment on site
http://data.europa.eu/esco/skill/bb165899-d95f-4433-95f2-173fefd716d2,develop statistical software,create statistical software|define statistical software|developing statistical software|prepare statistical software|write statistical software
http://data.europa.eu/esco/skill/be457a1c-5973-4781-9bb8-809703931f43,types of audiovisual formats,a type of audio-visual format|audio-visual format types|audio-visual formats varieties|brands of audio-visual formats|categories of audio-visual formats|kinds of audio-visual formats|type of audio-visual format|varieties of audio-visual formats
http://data.europa.eu/esco/skill/bf449d96-2ce7-4095-8d14-84bfa4c0fa19,interpret artistic intentions,interpret artists' intentions
http://data.europa.eu/esco/skill/c1b0bfc2-4932-4e03-9077-92bc56042511,manage emergency evacuation plans,coordinate emergency action plan|implement evacuation plans|manage emergency plans for evacuation|manage evacuation emergency plan
http://data.europa.eu/esco/skill/c1b4aa1e-bc42-49e4-952a-0cbd45f1d57b,museum databases,museum archives|museum database|museum database management|museum databases functionality and architecture|museum digital records|museum records
http://data.europa.eu/esco/skill/c1df8590-4b5a-4598-84a1-431f639ba66c,analyse ICT technical proposals,analyse information and communications technology technical proposals|analyze ICT technical proposals|analyze information and communications technology technical proposals|assess ICT technical proposals|assess information and communications technology technical proposals
http://data.europa.eu/esco/skill/c2a0c52c-0b4b-4180-a918-92650ea3b458,think innovatively,apply forward-thinking|apply innovative thinking|be innovative|demonstrate pioneering spirit|invent|shape the future|show innovativeness|think ahead
http://data.europa.eu/esco/skill/c4ba12d1-4698-42fa-8abb-789462ea2586,protect the environment from the impact of the digital technologies,
http://data.europa.eu/esco/skill/c95c29fe-3971-46b7-80e9-1f7e75ba99b3,use specific data analysis software,carry out data analysis using specific software|conduct data analysis activities utilising specific software|conduct data analysis using particular software|perform data analysis using specific software|undertake data analysis through use of specific software|use particular data analysis software|use specific software for data analysis|utilise particular data analysis software|utilise specific data analysis software|utilise specific software for data analysis
http://data.europa.eu/esco/skill/c9b6aa32-6c42-4903-8e5a-23e43edf03fc,online moderation techniques,moderation techniques for online groups|online groups interaction techniques|online interaction methods|online interaction strategies|online interaction strategies and methods|online moderation methods|online moderation strategies
http://data.europa.eu/esco/skill/cb1a2fbf-242d-4a4e-a466-588378f124c1,operate scientific measuring equipment,operate scientific equipment|operate scientific instruments|operating scientific equipment|operating scientific instruments|operating scientific measuring equipment|scientific equipment operating|scientific instruments operating|scientific measuring equipment operating
http://data.europa.eu/esco/skill/cc61f9e5-d4fc-470e-8606-1ce865ff8386,develop professional network with researchers and scientists,cultivate a professional circle in academia|establish connections with researchers and scientists|foster relationships with researchers and scientists
http://data.europa.eu/esco/skill/cd50d616-1f8b-481e-983f-68d2674ff82d,integrate gender dimension in research,account for gender characteristics in scientific research|promote inclusion in research
http://data.europa.eu/esco/skill/ceb13e3a-835e-47e3-a1c9-34dfa21de0fd,instruct public,guide the population|guide the public|inform the population|inform the public|order the population|order the public|tell the population|tell the public
http://data.europa.eu/esco/skill/d0f2f8a7-d935-4a6d-8e54-dcc3e5e2cbeb,present reports,prepare statistical reports|present a report|submit presentation
http://data.europa.eu/esco/skill/d15ce60f-ddab-41ce-ba56-398451b77b60,have computer literacy,be computer-literate|computer literacy|demonstrate computer literacy|have good computer literacy
http://data.europa.eu/esco/skill/d3050294-0ab4-4377-a46f-80d894d72228,coordinate artistic production,coordinate artistic productions|coordinating artistic production|manage artistic production|oversee artistic production
http://data.europa.eu/esco/skill/ddc3119d-1d6e-4324-9125-a3380d299ac5,computer technology,ICT|IT|information and communications technology|information technology|technology in computer networks|technology in computers|technology in computing|technology of computers
http://data.europa.eu/esco/skill/df996a98-202f-4a9b-b088-38c8db03ef1b,create content title,come up with content title|find content title|invent content title
http://data.europa.eu/esco/skill/e2fb1ee4-fbf9-4690-b677-3e6ff7cfdc48,test ICT queries,check ICT query output|check ICT query performance
http://data.europa.eu/esco/skill/e5a6e1e0-1b07-4432-83ba-77d593b2cb47,SAS Data Management,SAS Data Management software
http://data.europa.eu/esco/skill/e8f80ec5-c423-4eb2-9f0f-805d22f844ae,incidents and accidents recording,methods of incidents and accidents recording|methods of incidents and accidents reporting|recording of incidents and accidents|reporting of incidents and accidents|techniques for incidents and accidents recording|techniques for incidents and accidents reporting|types of incidents and accidents recording|types of incidents and accidents reporting|typology of incidents and accidents recording|typology of incidents and accidents reporting
http://data.europa.eu/esco/skill/eb3aa3a8-6ece-441d-9041-15dcb0880e47,cinematography,camerawork|photography|shooting
http://data.europa.eu/esco/skill/ecf7869e-7d87-478d-9d80-edfdcd39ec52,manage emergency care situations,handle emergency care situations|make decisions in emergency care|manage emergency care|manage medical emergencies|manage medical emergency situations|take decisions in emergency care
http://data.europa.eu/esco/skill/ed0718f6-5823-4c74-9749-2936c9c06203,develop audit plan,design audit plans|draft audit plans|implement audit plans|specify audit plans
http://data.europa.eu/esco/skill/ee02393d-27dd-438a-8879-b8088ce45e79,ICT environmental policies,ICT environmental guidelines
http://data.europa.eu/esco/skill/ee3c1d54-f46a-43c7-a0f9-0ba3648164d0,design enterprise architecture,design business architecture
http://data.europa.eu/esco/skill/ef069fe6-305b-4452-8f7d-0c572e98effc,mobile marketing,cell phone marketing|mobile devices marketing|product promotion via mobile devices|wireless marketing
http://data.europa.eu/esco/skill/f08e2bd6-0366-4948-a670-1f03f130126f,create new concepts,create abstract ideas|create new ideas|create new inventions|imagine new concepts|invent new concepts
http://data.europa.eu/esco/skill/f2c63b7a-ed6c-4890-9f8c-7685d172624c,implement corporate governance,develop corporate governance structure|establish corporate governance|execute corporate governance|maintain corporate governance procedures|set up corporate governance structures
http://data.europa.eu/esco/skill/f642d7ed-e8d7-4355-a747-b85094d4e2e3,prioritise requests,arrange requests|compile requests|itemise requests|prioritise a request|prioritising a requests|prioritising requests|prioritize requests|schedule requests
http://data.europa.eu/esco/skill/f7b071bf-4882-4cfc-ae0a-7e0e0ab94c61,conduct research across disciplines,conduct interdisciplinary research|use research findings across disciplines|use research findings across functional boundaries|work across disciplines|work across functional boundaries
http://data.europa.eu/esco/skill/f84a433f-34f1-4083-b0a3-24802623509c,web services,web services systems
http://data.europa.eu/esco/skill/f914df1a-c9fd-47ab-b1ec-bc7c6f572640,influence policy makers on social service issues,advise policy makers on social service issues|communicate with policy makers on social service issues|influence policy-makers on social service issues|influence policymakers on social service issues|influence social service policy makers|influence social service policymakers|provide advice to policy makers on social service issues
http://data.europa.eu/esco/skill/fa642fc3-5cc5-41cf-8926-6617a8b976a7,promote the participation of citizens in scientific and research activities,encourage civic engagement in research|engage citizens in scientific and research activities|engage public in research|foster public involvement in scientific research|promote citizens participation in research
http://data.europa.eu/esco/skill/fbb14862-aa9c-4f60-bf33-8b27a0785aba,instruct on set up of equipment,give instructions on equipment setup|inform on equipment setup|instruct how to set up equipment|instruct on equipment setup
http://data.europa.eu/esco/skill/fd60bbcc-c3b6-4fa5-936c-eef5ae0a2d44,install low voltage wiring,install ethernet cables|install low voltage cables|install low voltage lines
http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9,communicate with a non-scientific audience,communicate publicly about scientific findings|communicate scientific results to the public|engage in public awareness of research|support public understanding of science findings
http://data.europa.eu/esco/skill/02058de6-4b98-449f-8a45-8588b0eb2446,network engineering,network architecture
http://data.europa.eu/esco/skill/03a74eee-2dc6-4147-8667-5cdeb65f122d,manage ICT data classification,lead ICT data classification responsabilities|organise ICT data classification responsibilities
http://data.europa.eu/esco/skill/054f26ab-cfdc-4077-883c-1c4c9e9b310a,define firewall rules,set firewall rules|specify access control policies
http://data.europa.eu/esco/skill/06f33d6a-f7a7-4a2b-baa5-8c3c53bd1a9c,keywords in digital content,metadata tagging
http://data.europa.eu/esco/skill/0a30e5a8-60a8-4fda-9f89-8e9cee38da5a,use interface description language,utilise specification language
http://data.europa.eu/esco/skill/0d282d6e-8cb9-4339-8e7d-cfafed96b5ed,conduct literature research,conducting literature review|literature review conducting|literature reviewing|review literature|reviewing literature
http://data.europa.eu/esco/skill/0f00f63f-3ab4-4057-b92f-500584b51757,Informatica PowerCenter,Informatica Power Center|PowerCenter Informatica
http://data.europa.eu/esco/skill/11747665-0e98-4f27-bd0d-536862cd5746,identify suppliers,identify a supplier|identify the suppliers|monitor suppliers on the market|research for suppliers|search for suppliers
http://data.europa.eu/esco/skill/14fdac88-6d4a-4e47-9df5-02c6d1e86fdd,IBM InfoSphere DataStage,Cognos Data Manager|IBM InfoSphere DataStage Workgroup Edition|InfoSphere DataStage MVS Edition
http://data.europa.eu/esco/skill/17c9a790-5664-4673-8237-c4cf3c5a8da5,conduct impact evaluation of ICT processes on business,carry out ICT process impact evaluation|evaluate ICT process impact
http://data.europa.eu/esco/skill/20012caa-b63c-4cb9-b2b8-01a1cfdfc1d1,think quickly,react quickly|show a good level of perception|understand quickly
http://data.europa.eu/esco/skill/234aeb8d-56c3-4531-9193-1c5e6a8d16cb,use presentation software,Adobe Ovation|Adobe Persuation|Articulate Presenter|ClearSlide|Corel Presentations|CustomShow|Emaze|Evernote Presentations|GoAnimate|Google Slides|Haiku Deck|Kineticast|Kingsoft Office Presentation|KnowledgeVision|LibreOffice Impress|MediaShout|Microsoft Office PowerPoint|Powtoon|Preseria|Prezi|Slide Bureau|SlideDog|SlideShare|Slideshark|SnagIt|VisualBee|able to use presentation software|apply presentation software|make use of presentation software|produce electronic presentations|use presentation program|use slide show software|using presentation software|utilise presentation software
http://data.europa.eu/esco/skill/23900e3d-06fa-424c-a5dc-c0ea42edde1e,Oracle Warehouse Builder,OWB
http://data.europa.eu/esco/skill/24229e89-9e1d-4c1a-ae23-c64777b152ce,consult with production director,consult with the director|consult with the director and production team|consult with the production director|consulting the director|seek advice from the director
http://data.europa.eu/esco/skill/24310a7b-5db1-4917-a705-4835630227ca,create incident reports,accident report completion|complete accident report|completing accident report|completion of accident report|creating incident reports|creation of incident reports|incident report creation|incident reports creation
http://data.europa.eu/esco/skill/24ff9b31-a497-4817-9e9b-c0ff3b3fa0ef,set up portable field transmission equipment,assemble field transmission equipment|mount field transmission l equipment|prepare field transmission equipment|setting up field transmission equipment
http://data.europa.eu/esco/skill/26ed52cf-30ca-451e-9699-a6c04a30649f,solder electronics,use soldering equipment|operate soldering equipment|use soldering gun|use soldering iron
http://data.europa.eu/esco/skill/282a379e-249d-4cae-81ec-ce901a571801,analyse music score,analyse scores|examine score|inspect score|review score|scrutinize|study score
http://data.europa.eu/esco/skill/2891f0dc-4426-4a9a-8fbb-db4fb0a66f91,Nessus,Nessus Vulnerability Scanner
http://data.europa.eu/esco/skill/2b34764d-637c-48f5-aa70-31e15c965db6,operate open source software,know open-source coding practices|know open-source licensing schemes|know open-source software coding practices|know open-source software licensing schemes|manage open-source software
http://data.europa.eu/esco/skill/31587950-8b69-4a15-91c2-74dae22d38a4,support audio system installation,offer back-up of audio system installation|support installation of audio system|support technical audio system
http://data.europa.eu/esco/skill/327d15c8-29ff-4ad4-a4fe-6536d777a45f,documentation types,documentation types of product life cycle|external documentation types|internal documentation types|internal documentation types of product life cycle|technical documentation types
http://data.europa.eu/esco/skill/332da224-6261-4caf-a38a-0f81001fddcc,transpose music,transfer music into alternate key|translate music into different key|transposing music
http://data.europa.eu/esco/skill/3af687cb-8c7a-46ea-a730-32dbaed040c6,Oracle Data Integrator,ODI
http://data.europa.eu/esco/skill/3c4c3fa1-d638-42df-8e98-2a38021da6f9,use software for data preservation,preserve digital evidence
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775,perform dimensionality reduction,Kohonen self-organizing map|data feature engineering|data feature extraction|data feature selection|multidimensional scaling|t-SNE|t-distributed stochastic neighbor embedding
http://data.europa.eu/esco/skill/3e9b580d-811b-48df-a5d1-a7bdd26f901f,prepare financial auditing reports,formulate auditing financial reports|make auditing financial reports ready|prepare auditing financial report|prepare auditing reports|prepare reports on financial audits|preparing financial auditing reports|write up auditing financial reports
http://data.europa.eu/esco/skill/3ed245ce-6953-4203-94d7-89550bf502ba,cue a performance,cueing on performers|organise time cues|perform on cue|plan performance cues
http://data.europa.eu/esco/skill/3fb8b724-1d52-4d11-b8b8-1776f558d1f0,design ICT hardware placement,design ICT hardware placement in buildings|plan ICT hardware placement in buildings|specify ICT hardware placement|specify ICT hardware placement in buildings
http://data.europa.eu/esco/skill/418a56a2-7cfc-4b6d-8cf5-5c2add99a849,provide ICT system training,deliver ICT system training
http://data.europa.eu/esco/skill/429062f1-a958-43ea-83dd-4e1af078c156,demonstrate curiosity,be curious|curiosity|demonstrate interest|demonstrating curiosity|display curiosity|exhibit curiosity|show curiosity|show interest
http://data.europa.eu/esco/skill/42c3287f-5e50-4559-a2d1-2000c70e0aab,Pentaho Data Integration,PDI|Pentaho Kettle
http://data.europa.eu/esco/skill/42f977aa-a6eb-4994-b368-d5f26c0fd1fa,familiarise with personal directing styles,adapt to director's style|anticipate personal directing styles|familiarise with directors' styles|understand personal directing style
http://data.europa.eu/esco/skill/43dfbe7f-9e10-4871-b171-e5076737b4cf,digital marketing techniques,on-line marketing techniques|online ads software|online marketing techniques|web marketing techniques
http://data.europa.eu/esco/skill/440d5784-52a5-4729-8b04-29f978bd896d,respond to incidents in cloud,automate disaster recovery strategies in cloud|manage cloud incidents|troubleshoot cloud incidents|troubleshoot cloud issues|troubleshoot issues in cloud systems
http://data.europa.eu/esco/skill/45a16833-6666-488d-aadf-e02e569275e8,use technology for forensics,make use of technology for forensics|use forensics technology|using technology for forensics|utilize technology for forensics
http://data.europa.eu/esco/skill/45f1ae17-c20d-40fc-9307-7d33b6ca9213,image recognition,image detection|image interpretation|visual detection|visual recognition
http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284,communicate with stakeholders,communicate to stakeholders|communicate with providers of business support services|communicating with stakeholders|inform stakeholders of ideas and objectives
http://data.europa.eu/esco/skill/4ce09e3d-ca6b-424a-a328-7f551db75e59,update budget,check budget is updated|ensure budget is up to date|update the budget|updating budgets
http://data.europa.eu/esco/skill/4f060129-8b75-4d58-a8dd-515bd8fef349,develop financial statistics reports,develop a financial statistics report|develop financial statistical reports|developing financial statistics reports|establish financial statistics reports|evaluate financial statistics reports|launch financial statistics reports|produce financial statistics reports
http://data.europa.eu/esco/skill/4fb7c7aa-9f19-4cc3-9e19-64ce564f22f5,handle incidents,deal with incidents|handle an incident|handle complaints and incidents|handle investigation of incidents|handling incidents
http://data.europa.eu/esco/skill/556be6f4-225f-46a2-a795-d3d54d98c3f7,conduct workplace audits,carry out audits and verify compliance at the work|conduct an audit at work|conduct auditing at the workplace|conduct audits and inspections
http://data.europa.eu/esco/skill/56a10e3e-c9e7-4d39-b6f1-6013398fcb3a,use content management system software,adopt content management system software|apply content management system software|content management system software use|handle content management system software|operate content management system software|use a content management system software|using content management system software
